identity_id,image_path,l2_dist,asr,ssim,psnr
Lucy_Liu,results/phase2/robustness/jpeg50_facenet/Lucy_Liu_0005_facenet_cloaked.png,1.811744,1,0.895532,34.2456
Luis_Ernesto_Derbez_Bautista,results/phase2/robustness/jpeg50_facenet/Luis_Ernesto_Derbez_Bautista_0003_facenet_cloaked.png,1.698921,1,0.913202,34.7439
Luis_Gonzalez_Macchi,results/phase2/robustness/jpeg50_facenet/Luis_Gonzalez_Macchi_0003_facenet_cloaked.png,1.639110,1,0.884698,33.9696
Madonna,results/phase2/robustness/jpeg50_facenet/Madonna_0002_facenet_cloaked.png,1.811393,1,0.909732,35.2958
Madonna,results/phase2/robustness/jpeg50_facenet/Madonna_0003_facenet_cloaked.png,1.797263,1,0.906569,34.9162
Mahathir_Mohamad,results/phase2/robustness/jpeg50_facenet/Mahathir_Mohamad_0010_facenet_cloaked.png,1.821225,1,0.899279,34.4827
Mahmoud_Abbas,results/phase2/robustness/jpeg50_facenet/Mahmoud_Abbas_0021_facenet_cloaked.png,1.683807,1,0.935460,35.3119
Marcelo_Rios,results/phase2/robustness/jpeg50_facenet/Marcelo_Rios_0005_facenet_cloaked.png,1.599391,1,0.901075,33.7224
Marco_Antonio_Barrera,results/phase2/robustness/jpeg50_facenet/Marco_Antonio_Barrera_0004_facenet_cloaked.png,1.729809,1,0.906128,34.3194
Mark_Philippoussis,results/phase2/robustness/jpeg50_facenet/Mark_Philippoussis_0005_facenet_cloaked.png,1.770713,1,0.915935,35.5130
Mark_Philippoussis,results/phase2/robustness/jpeg50_facenet/Mark_Philippoussis_0006_facenet_cloaked.png,1.760648,1,0.912451,35.1447
Martina_McBride,results/phase2/robustness/jpeg50_facenet/Martina_McBride_0001_facenet_cloaked.png,1.677989,1,0.905344,34.7271
Michael_Bloomberg,results/phase2/robustness/jpeg50_facenet/Michael_Bloomberg_0012_facenet_cloaked.png,1.696974,1,0.897898,34.8610
Michael_Chang,results/phase2/robustness/jpeg50_facenet/Michael_Chang_0002_facenet_cloaked.png,1.480972,1,0.892751,34.3941
Michael_Chang,results/phase2/robustness/jpeg50_facenet/Michael_Chang_0003_facenet_cloaked.png,1.517536,1,0.896469,34.5876
Michael_Chang,results/phase2/robustness/jpeg50_facenet/Michael_Chang_0007_facenet_cloaked.png,1.758213,1,0.901202,34.8364
Michelle_Kwan,results/phase2/robustness/jpeg50_facenet/Michelle_Kwan_0007_facenet_cloaked.png,1.518258,1,0.907078,33.8996
Mike_Krzyzewski,results/phase2/robustness/jpeg50_facenet/Mike_Krzyzewski_0001_facenet_cloaked.png,1.638154,1,0.909234,34.3740
Mike_Krzyzewski,results/phase2/robustness/jpeg50_facenet/Mike_Krzyzewski_0002_facenet_cloaked.png,1.610649,1,0.907617,33.9204
Mike_Krzyzewski,results/phase2/robustness/jpeg50_facenet/Mike_Krzyzewski_0006_facenet_cloaked.png,1.604593,1,0.911905,34.2882
Mohammad_Khatami,results/phase2/robustness/jpeg50_facenet/Mohammad_Khatami_0005_facenet_cloaked.png,1.581253,1,0.886673,33.5577
Mohammad_Khatami,results/phase2/robustness/jpeg50_facenet/Mohammad_Khatami_0010_facenet_cloaked.png,1.735253,1,0.906774,35.1783
Monica_Seles,results/phase2/robustness/jpeg50_facenet/Monica_Seles_0006_facenet_cloaked.png,1.628456,1,0.905316,33.9087
